Time,Destination,Rule,Interface Direction,rule_uid,Type,Interface,Policy Date,Service ID,Action,ID,Interface Name,Layer Name,Source Port,Product Family,Blade,Sequence Number,Source Zone,Source,Access Rule Name,Policy Name,id_generated_by_indexer,Destination Zone,Database Tag,Log Server Origin,Service,Origin,Marker,Destination Port,Domain,Protocol,logid,first,Policy Management,Direction of Connection,log_delay,Message Information
﻿"Jun 9, 2023 10:59:32 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,04d6ba73-5879-c2ee-6482-e9f400000057,bond1,Network,60466,Access,Firewall,1235,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686295000@C@18167064,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 10:33:16 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,9cdd030a-f9c8-9bdc-6482-e3cc00000019,bond1,Network,60292,Access,Firewall,358,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686295000@C@14050808,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 10:07:02 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,7326184f-ac03-1fcf-6482-dda60000003c,bond1,Network,60114,Access,Firewall,885,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686295000@C@9848655,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 9:40:47 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,c0ec0cac-5bf8-73df-6482-d77f00000062,bond1,Network,59966,Access,Firewall,1225,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686295000@C@5544292,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 9:14:36 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,c798365c-1932-d1f7-6482-d15c00000037,bond1,Network,59818,Access,Firewall,794,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686287420@C@18176157,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 8:48:23 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,05e629d8-efbc-20e8-6482-cb370000002d,bond1,Network,59648,Access,Firewall,620,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686287420@C@14101631,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 8:22:12 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,c0ec0cac-5bf8-73df-6482-c51400000032,bond1,Network,59514,Access,Firewall,815,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686287420@C@10039460,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 7:55:59 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,d774f694-b5cb-c7c3-6482-beef0000002e,bond1,Network,59355,Access,Firewall,691,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686287420@C@6095876,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 7:29:47 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,e7525b28-8612-6fdc-6482-b8cb0000001c,bond1,Network,59201,Access,Firewall,373,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686287420@C@2529302,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
"Jun 9, 2023 7:03:35 AM",10.221.152.49,1606,inbound,c1745f45-ecd7-4389-b542-2c943dbc5e11,Connection,bond1,2023-06-08T00:02:00Z,tcp_7680,Accept,a1bfd70b-960b-c3c5-6482-b2a70000002f,bond1,Network,59064,Access,Firewall,600,External,161.218.234.190,blue2red_other,sag-se-bp,false,Internal,{50AF31A5-B331-484A-9341-4216D403D564},DLS-P-SAG-Energy (155.45.240.229),tcp_7680,FW-SAG-Energy-DE-01,@A@@B@1686278152@C@17676860,7680,CST-P-SAG-Energy,TCP (6) (6),0,true,DMS-P-SAG-Energy
